Movie Index,Title,Year,Plot,Director(s),Star(s)
5380,The Switchman,2012,"A small group of investigators search for The Switchman, an urban legend, who haunts the railroads. But the Switchman may not be the only thing they have to fear. Based on actual events.",James Lawrence,"Macy Francke, James Lawrence, Kelly Peterson, Elizabeth Smith"
5381,eXploZion!,2012,A dangerous world of mystery and magic.,Ross Wells,"Sarah Sonnen, Ross Wells, Lisa Shelton, Alice Doggett"
5382,Realm of the Mole Men,2012,"A lost hiking group discovers a cave. Living inside are a strange race of fierce, monstrous Mole Men who are slaves to evil forces... Action, adventure and strange events lead to a ...                See full summary »",Johnee Gange,"Timothy Bottoms, Erika Holloway, Leviticus Scott Sulivan"
5383,Symbiosis,2012,"Five short films, featuring characters whose decisions are inexorably intertwined, function together to create a more terrifying whole, centered around a single night of monsters, murder and mayhem.",Beau Kaelin,"Christine Bell, Charles Bledsoe, Destinee Bradley, Paul Brokaw"
5384,Blood of the Witch: The Complete Film,2012,"Originally conceived as a trilogy of short silent films, Blood of the Witch: The Complete Film is a new edit of all three films put together into one stand-alone piece. It follows the ...                See full summary »",Casey T. Malone,"Liz Owens, Kellie Ann Gregg, Tim Haney, Mike Thompson"
5385,Living Dead,2012,Four characters experience old school horror in the far distant future.,Robert Aldrich,"Ingrid Bloom, Bill Cardille, Frank Doak, Marilyn Eastman"
5386,Ashcan Copies,2012,"Catatonic. Nymphomaniac. Murderer. ASHCAN COPIES is an 80 minute gritty tale concerning the daily struggles of three psychologically disturbed, lower class people in a small town. When ...                See full summary »","Matt Sylvester, Andy Sylvester","Danny Davidson, Christopher Ellis, Jorge Escamilla, Frytka Evans"
5387,Captive of a Death Mask,2012,"The only one more scared than his victims is the killer himself! When underground fighter Sean Porter attends a meeting to advance his fighting career, he awakens into a nightmarish ...                See full summary »",Shane Wheeler,"Keith Schloemp, Lillian Lamour, Robert P. Young, Nathan Wakefield"
5388,"The Sacrificial Temptation of the Void (as Night Slowly Falls, We Make Love)",2012,The film explores the terror of being female amidst the accelerated haze of contemporary popular culture. Through evoking potentially abject worlds of ecstasy and pain within the settings ...                See full summary »,Shane Wheeler,
5389,Leaving D.C.,2012,"After 20 years of living in Washington, D.C., Mark Klein seeks much-needed solace by moving to the remote wilds of West Virginia. To ease his loneliness, he sends regular video updates to ...                See full summary »",Josh Criss,"Josh Criss, Karin Crighton, Jeff Manney, Cynthia E. Jones"
5390,Fifty One Fifty,2012,A deeply disturbed lost woman speaking only Spanish and out of touch with reality struggles to stay alive while being forced to spend 72 hours in a mental hospital under observation and treatment.,Josefina Lopez,"Claudia Duran, Josh Duron, Josefina Lopez, Ersilia Pompilio"
5391,The Bethany Witch,2012,A young couple are stranded in a rural community devastated by a curse of infertility.,Andy Westra,"Bannon Backhus, Dana Blackstone, Benjamin Boggs, Nicholas Fate"
5392,The Rent's Due Friday the 13th,2012,"In an alternate reality, horror villains are everyday people with real jobs. Slasher Jason forms a bond with the film student that he rents out a room to. Both of them struggle with the ...                See full summary »",Amelia Masters,"Deborah Brown, Adam Cao, Colin Chalmers, Chris Wheelz Curry"
5393,The Pogo Film Project,2012,Add a Plot,Pete Jacelone,"Jeremy Woodworth, Daylan Ludemann, Brendan Solovey, David Teitel"
5394,Hacksaw: Documentary of a Psycho Killer,2012,"Shot by the killer himself, Dillon Mason grew tired of being ignored and abandoned because of his horrific skin disease that scared everyone away. Now, Dillon seeks to uncover his rage, ...                See full summary »",Toby Johansen,"Toby Johansen, Joe Vita, Rachel Johansen, John Otterbein"
5395,Claudia Qui,2012,"Claudia Piovani, and artist and photographer, has a strange and unexplainable spiritual encounter. From then on she has strange dreams and visions. Is she going crazy or is she being contacted by a spirit from another world?",Tonjia Atomic,"Tonjia Atomic, Don Ayers, Barbara Burgio, Scott Burk"
5396,I Heard the Darkness,2012,"I Heard the Darkness is full of action, zombies, blood, and gore and will be screening at film festivals all over the world in 2013.",Tye Wilson,"Brad Davis, Justin Dunkirk, Lee Ellis, Matt Packman"
5397,Alien Valley,2012,"After investigating grisly cattle mutilations, the crew from a paranormal reality series struggles to escape the clutches of a bloodthirsty alien.","David Benjamin Franco, Ben Martinez","Nate Bakke, Nikki Cornejo, Madison Guthrie, John Campbell"
5398,Home Entertainment,2012,A newlywed couple is taunted in their home by an unknown stalker.,"Kurt Volkan, Che Patterson","Frank Angelini, Christie Campo, Josh Dasal, Regenna Rouse"
5399,Scream Dreams 2,2012,"After moving into a new house, Tracey begins to have a dreams about a nightmare named Jenny. After being bullied at school, Tracey begins to reach out to Jenny for help, but when the ...                See full summary »",Austin Guerin,"Melissa Goggans, Raina Meginley, Mark William Myers, Andrea Alfonso"
5400,Sal Munir,2012,"Six people go missing, after making a fun bet that turns into a horrific dead end, when they decide to go into the woods.",Hadrian Hooks,"Ava Brunini, Darrius Frye, Shawn O'Malley, Laila Odom"
5401,Cruens Winter,2012,"It came, It saw, It killed",Joe Lujan,Joe Lujan
5402,Twisted Forest 3: Bloody Vengeance,2012,They know when you are alone,Joe Lujan,"Robert Corrujedo, Kyrstal Garcia, Nathanael Hidalgo, Erik Lujan"
5403,A Comedy with Teeth,2012,"Reuben leads a dull lifestyle. His wife, Jill, leads an eccentric and outgoing one. In order for Reuben to come to terms with his dullness, he needs to meet a talking zombie that has more ...                See full summary »",Ryan Saunders,"Milton Lebron Jr., David Nellessen, Elliot Simmons, Sara Tompkins"
5404,Cravenous,2012,A teenage boy goes back to his hometown in Southern Arizona to find out what happened to his girlfriend who disappeared 2 years earlier. He learns that unseen beings called Cravers are ...                See full summary »,"James Oliver Bullock, Carolyn Cavallero","Micaela Foster, Rachel Frederick, Colton Holloway, Naomi Kane"
5405,The Last Ones,2012,"Following a virus that took the lives of most of the population, John and Micheal have spent their days trying to survive and make sense of their new world. But when they meet the ...                See full summary »",Andrew Jara,"Marcelle Bowman, Algernon D'Ammassa, Pablo Medina, Mark Ocegueda"
5406,Quaint,2012,Add a Plot,Andrew Jara,
5407,Breaking at the Edge,2013,A pregnant woman fears for her unborn child's life if she doesn't avenge a supernatural entity.,Predrag Antonijevic,"Rebecca Da Costa, Milo Ventimiglia, Andie MacDowell, Johnathon Schaech"
5408,Hell Glades,2013,"On Friday October 5th 2007, The first day of Columbus Day weekend celebration in the United States of America, a group of young women went camping in the Florida Everglades. They all ...                See full summary »",Aiden Dillard,"Aiden Dillard, Deborah Funes, Belkys Galvez, Chelsea Harshman"
5409,Final Footage,2013,Aspiring filmmakers are stalked by a serial killer in a derelict apartment building.,Randall Rydell Russell,"Craig Brown, Robbie Church, Adrian Davis, J. Andrew Hartman"
5410,Texas Chainsaw,2013,A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.,John Luessenhop,"Alexandra Daddario, Tania Raymonde, Scott Eastwood, Trey Songz"
5411,Crawlspace,2013,The Gates family dream house turns quickly into a nightmare when their life is disturbed by the deranged previous owner who plots to retake his home and the Gates children for his own - ...                See full summary »,Josh Stolberg,"Raleigh Holmes, Lori Loughlin, Jonathan Silverman, Steven Weber"
5412,Breeding Farm,2013,"After a night of partying, four friends are kidnapped by a mysterious man. The friends wake up in a basement, and realize they are part of something horrifying. A human breeding farm. They are to be milked, bred, and much, much worse.",Cody Knotts,"Eileen Andrews, Alan Benyak, Melissa Constant, Madeline Deering"
5413,God Loves You,2013,Add a Plot,Dylan Verrechia,Alexandria Wailes
5414,Blood River,2013,"The inhabitants of Blood River live by the mercy of Miss Isabella and her daughter, as long as they're loyal. But strangers to the town receive no such grace. When the rain of blood begins, the reign of blood will end.",Christopher Forbes,"Jezibell Anat, Destiny Anastasia LaDonne, Linnea Quigley, Camille Keaton"
5415,Miss Strangelove,2013,Add a Plot,Christopher Forbes,"Jezibell Anat, Christopher Bowman, Rhonda Bowman, Dana Cheshire"
5416,A Haunted House,2013,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help.",Michael Tiddes,"Marlon Wayans, Essence Atkins, Marlene Forte, David Koechner"
5417,The Living Dead,2013,Add a Plot,Michael Tiddes,
5418,The Dead Will Rise 2,2013,Horizex sends in a team of six marines to fight the army of the undead.,"Nathan Pelland, Eric Badik","Kayla Elizabeth, John Frederick Klenk, Lee Godwin, Vanessa Leonard"
5419,The Cemetery,2013,"Deep in the Pennsylvania hills, a cemetery for those who died during exorcism remains a dark secret for the church. In 1671, hundreds of men, women, and children suffered in bloody, ...                See full summary »",Adam Ahlbrandt,"J.D. Brown, Natalie Jean, Adam Huss, Tim Cronin"
5420,Gritty,2013,Add a Plot,Creep Creepersin,"Elissa Dowling, Nicole Cinaglia, Beverly Swanson, Charlie Vaughn"
5421,Hell Hole,2013,"When two of the world's biggest slackers accidentally open the door to hell, will they have the courage and motivation to close it in time?",Eric Hollinshead,"Kim Wacker, Dominick Racano, Jason Lumberjack Johnson, Jamie Miles"
5422,Traumatic Possession 3D: The Tape,2013,Add a Plot,Orlando Eastwood,"Orlando Eastwood, Sidney Flannery, Stephen McKinney, Abby Smith"
5423,Warm Bodies,2013,"After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.",Jonathan Levine,"Nicholas Hoult, Teresa Palmer, John Malkovich, Analeigh Tipton"
5424,Last Girl,2013,"Kidnapped and tortured, elite call girl ""#12"" must overcome her attackers and fight through a post-industrial hell to avoid the brutal filming of her own death. Last Girl builds to a ...                See full summary »",James P. Mercurio,"Katie Keene, Peter Nikkos, David Kallaway, Merrill Capps"
5425,Hansel & Gretel: Witch Hunters,2013,"Hansel & Gretel are bounty hunters who track and kill witches all over the world. As the fabled Blood Moon approaches, the siblings encounter a new form of evil that might hold a secret to their past.",Tommy Wirkola,"Jeremy Renner, Gemma Arterton, Peter Stormare, Famke Janssen"
5426,Escape from Tomorrow,2013,"In a world of fake castles and anthropomorphic rodents, an epic battle begins when an unemployed father's sanity is challenged by a chance encounter with two underage girls on holiday.",Randy Moore,"Roy Abramsohn, Elena Schuber, Katelynn Rodriguez, Jack Dalton"
